name,price,year,status,origin,mileage,fuel_type,body_type,brand,age
Mercedes Benz GLK Class GLK300 4Matic 2009,326000000,2009,Xe cũ,Trong nước,160000.0,xăng,SUV,Mercedes,16
Mercedes Benz GLC 200 4Matic 2022,1530000000,2022,Xe cũ,Trong nước,50000.0,xăng,SUV,Mercedes,3
Mercedes Benz GLC 200 2020,1170000000,2020,Xe cũ,Trong nước,0.0,xăng,SUV,Mercedes,5
Jaguar XJ series XJL 5.0 Supercharged 2010,950000000,2010,Xe cũ,Nhập khẩu,90000.0,xăng,Sedan,Jaguar,15
Hyundai Tucson 1.6 AT Turbo 2018,610000000,2018,Xe cũ,Trong nước,80000.0,xăng,Crossover,Hyundai,7
Hyundai Tucson 2.0 AT CRDi 2018,592000000,2018,Xe cũ,Trong nước,60000.0,dầu,Crossover,Hyundai,7
MG 5 1.5 CVT STD 2024,420000000,2024,Xe mới,Nhập khẩu,0.0,xăng,Sedan,MG,1
Toyota Corolla altis 1.8E AT 2009,299000000,2009,Xe cũ,Nhập khẩu,60000.0,xăng,Sedan,Toyota,16
Mercedes Benz E class E250 2017,888000000,2017,Xe cũ,Trong nước,72000.0,xăng,Sedan,Mercedes,8
Hyundai Elantra 2.0 AT 2019,413000000,2019,Xe cũ,Trong nước,85000.0,xăng,Sedan,Hyundai,6
Porsche Cayenne 3.6 V6 2015,1499000000,2015,Xe cũ,Nhập khẩu,60000.0,xăng,SUV,Porsche,10
Toyota Hilux 2.4L 4x2 AT 2025,679000000,2025,Xe mới,Nhập khẩu,0.0,dầu,Bán tải / Pickup,Toyota,0
Hyundai i10 Grand 1.2 MT 2016,212000000,2016,Xe cũ,Nhập khẩu,0.0,xăng,Sedan,Hyundai,9
Porsche Cayenne 3.6 V6 2013,1175000000,2013,Xe cũ,Nhập khẩu,0.0,xăng,SUV,Porsche,12
LandRover Range Rover Evoque Dynamic 2012,479000000,2012,Xe cũ,Nhập khẩu,0.0,xăng,SUV,LandRover,13
Mercedes Benz GLC 300 4Matic 2023,2350000000,2023,Xe cũ,Trong nước,29000.0,xăng,SUV,Mercedes,2
Hyundai Creta Đặc biệt 1.5 AT 2022,590000000,2022,Xe cũ,Nhập khẩu,25000.0,xăng,Crossover,Hyundai,3
MG HS 1.5T LUX 2024,620000000,2024,Xe cũ,Nhập khẩu,29000.0,xăng,Crossover,MG,1
Toyota Vios 1.5G 2016,360000000,2016,Xe cũ,Trong nước,90000.0,xăng,Sedan,Toyota,9
Mercedes Benz GLK Class GLK220 CDI 4Matic 2014,635000000,2014,Xe cũ,Trong nước,150000.0,dầu,SUV,Mercedes,11
Mercedes Benz C class C300 AMG 2024,1949000000,2024,Xe cũ,Trong nước,10.0,xăng,Sedan,Mercedes,1
Mazda CX5 Premium 2.0 AT 2023,775000000,2023,Xe cũ,Trong nước,31000.0,xăng,SUV,Mazda,2
Mercedes Benz E class E200 Exclusive 2020,1779000000,2020,Xe cũ,Trong nước,28000.0,xăng,Sedan,Mercedes,5
Ford Territory Titanium 1.5 AT 2025,745000000,2025,Xe mới,Trong nước,0.0,xăng,SUV,Ford,0
Hyundai Tucson 2.0 AT Đặc biệt 2025,818000000,2025,Xe mới,Trong nước,0.0,xăng,Crossover,Hyundai,0
Mercedes Benz GLC 200 4Matic 2021,1559000000,2021,Xe cũ,Trong nước,27500.0,xăng,SUV,Mercedes,4
VinFast VF8 Eco 2024,820000000,2024,Xe cũ,Trong nước,18000.0,điện,SUV,VinFast,1
Mitsubishi Xpander 1.5 AT 2021,490000000,2021,Xe cũ,Nhập khẩu,100000.0,xăng,SUV,Mitsubishi,4
Mazda 6 Deluxe 2.0 AT 2019,515000000,2019,Xe cũ,Trong nước,70000.0,xăng,Sedan,Mazda,6
Lexus RX 350 AWD 2014,1260000000,2014,Xe cũ,Nhập khẩu,80000.0,xăng,SUV,Lexus,11
Lexus ES 250 2025,2360000000,2025,Xe mới,Nhập khẩu,0.0,xăng,Sedan,Lexus,0
Toyota Corolla altis 1.8G AT 2020,555000000,2020,Xe cũ,Trong nước,87736.0,xăng,Sedan,Toyota,5
Ford Ranger XLS 2.2L 4x2 MT 2015,329000000,2015,Xe cũ,Nhập khẩu,126000.0,dầu,Bán tải / Pickup,Ford,10
Mazda 2 Premium 2018,368000000,2018,Xe cũ,Nhập khẩu,100000.0,xăng,Sedan,Mazda,7
Mitsubishi Xpander 1.5 AT 2021,475000000,2021,Xe cũ,Nhập khẩu,52000.0,xăng,SUV,Mitsubishi,4
Nissan Kicks e-Power V 2023,675000000,2023,Xe cũ,Nhập khẩu,8000.0,hybrid,SUV,Nissan,2
VinFast VF9 Plus 2025,1598000000,2025,Xe mới,Trong nước,0.0,điện,SUV,VinFast,0
Mercedes Benz C class C300 AMG 2012,365000000,2012,Xe cũ,Trong nước,130000.0,xăng,Sedan,Mercedes,13
Mercedes Benz E class E300 AMG 2019,1385000000,2019,Xe cũ,Trong nước,46000.0,xăng,Sedan,Mercedes,6
LandRover Range Rover Evoque Dynamic 2013,530000000,2013,Xe cũ,Nhập khẩu,80000.0,xăng,SUV,LandRover,12
Hyundai SantaFe Cao cấp 2.2L HTRAC 2022,1150000000,2022,Xe cũ,Trong nước,49980.0,dầu,SUV,Hyundai,3
Mercedes Benz GLC 300 4Matic 2023,2399000000,2023,Xe cũ,Trong nước,15000.0,xăng,SUV,Mercedes,2
Honda CRV L 2023,999000000,2023,Xe cũ,Trong nước,31020.0,xăng,SUV,Honda,2
VinFast VF8 Plus 2025,1128000000,2025,Xe mới,Trong nước,0.0,điện,SUV,VinFast,0
Mazda CX5 2.5 AT 2WD 2018,599000000,2018,Xe cũ,Trong nước,85689.0,xăng,SUV,Mazda,7
Mazda BT50 Luxury 2.2L 4x2 AT 2020,495000000,2020,Xe cũ,Nhập khẩu,40000.0,dầu,Bán tải / Pickup,Mazda,5
Hyundai SantaFe 2.4L 4WD 2016,575000000,2016,Xe cũ,Trong nước,85689.0,xăng,SUV,Hyundai,9
Toyota Corolla Cross 1.8V 2021,700000000,2021,Xe cũ,Nhập khẩu,46000.0,xăng,SUV,Toyota,4
Nissan Navara EL Premium Z 2019,450000000,2019,Xe cũ,Nhập khẩu,10.0,dầu,Bán tải / Pickup,Nissan,6
Hyundai SantaFe Tiêu chuẩn 2.2L 2022,985000000,2022,Xe cũ,Trong nước,63000.0,dầu,SUV,Hyundai,3
Volkswagen New Beetle 2.5 AT 2007,399000000,2007,Xe cũ,Nhập khẩu,40000.0,xăng,Coupe,Volkswagen,18
Mercedes Benz E class E300 AMG 2019,1433000000,2019,Xe cũ,Trong nước,25000.0,xăng,Sedan,Mercedes,6
Hyundai Tucson 2.0 ATH 2019,675000000,2019,Xe cũ,Trong nước,90000.0,xăng,Crossover,Hyundai,6
VinFast VF6 Eco 2025,654000000,2025,Xe mới,Trong nước,0.0,điện,SUV,VinFast,0
Toyota Fortuner 2.7V 4x2 AT 2019,803000000,2019,Xe cũ,Nhập khẩu,24991.0,xăng,SUV,Toyota,6
Lexus ES 250 2025,2360000000,2025,Xe mới,Nhập khẩu,0.0,xăng,Sedan,Lexus,0
MG ZS Standard 1.5 AT 2WD 2024,440000000,2024,Xe mới,Nhập khẩu,0.0,xăng,Crossover,MG,1
Kia Morning Van 1.0 AT 2016,190000000,2016,Xe cũ,Nhập khẩu,62000.0,xăng,Van/Minivan,Kia,9
Mazda 3 1.5L Sport Luxury 2025,624000000,2025,Xe mới,Trong nước,0.0,xăng,Hatchback,Mazda,0
Mercedes Benz E class E300 AMG 2022,2200000000,2022,Xe cũ,Trong nước,44.0,xăng,Sedan,Mercedes,3
Honda CRV L 2025,1033000000,2025,Xe mới,Trong nước,0.0,xăng,SUV,Honda,0
Mitsubishi Outlander 2.0 CVT 2022,685000000,2022,Xe cũ,Trong nước,53000.0,xăng,SUV,Mitsubishi,3
Mercedes Benz GLC 300 4Matic 2020,1380000000,2020,Xe cũ,Trong nước,50000.0,xăng,SUV,Mercedes,5
Mazda 3 1.5 AT 2016,345000000,2016,Xe cũ,Trong nước,98000.0,xăng,Hatchback,Mazda,9
BMW 5 Series 520i Luxury Line 2022,1579000000,2022,Xe cũ,Trong nước,23000.0,xăng,Sedan,BMW,3
Mercedes Benz GLC 200 4Matic 2021,1439000000,2021,Xe cũ,Trong nước,37000.0,xăng,SUV,Mercedes,4
Kia Optima 2.0 ATH 2019,475000000,2019,Xe cũ,Trong nước,80000.0,xăng,Sedan,Kia,6
Toyota Prado VX 2.7L 2021,2480000000,2021,Xe cũ,Nhập khẩu,48000.0,xăng,SUV,Toyota,4
BMW 5 Series 530i M Sport 2022,2205000000,2022,Xe mới,Nhập khẩu,0.0,xăng,Sedan,BMW,3
Ford Ranger Wildtrak 2.0L 4x4 AT 2025,840000000,2025,Xe mới,Trong nước,0.0,dầu,Bán tải / Pickup,Ford,0
Mitsubishi Outlander 2.0 CVT Premium 2018,579000000,2018,Xe cũ,Trong nước,70000.0,xăng,SUV,Mitsubishi,7
Toyota Raize G 1.0 CVT 2024,510000000,2024,Xe cũ,Nhập khẩu,2000.0,xăng,SUV,Toyota,1
VinFast Lux SA 2.0 Premium 2.0 AT 2020,679000000,2020,Xe cũ,Trong nước,0.0,xăng,SUV,VinFast,5
Ford Transit Premium+ 2025,1061000000,2025,Xe mới,Trong nước,0.0,dầu,Van/Minivan,Ford,0
Hyundai SantaFe Tiêu chuẩn 2.5L 2023,935000000,2023,Xe cũ,Trong nước,40000.0,xăng,SUV,Hyundai,2
Bentley Flying Spur Speed 2011,1980000000,2011,Xe cũ,Nhập khẩu,80000.0,xăng,Sedan,Bentley,14
Ford Ranger Limited 2.0L 4x4 AT 2021,610000000,2021,Xe cũ,Nhập khẩu,0.0,dầu,Bán tải / Pickup,Ford,4
Mercedes Benz GLC 300 4Matic 2021,1679000000,2021,Xe cũ,Trong nước,60000.0,xăng,SUV,Mercedes,4
Ford Ranger XLS 2.2L 4x2 MT 2016,345000000,2016,Xe cũ,Nhập khẩu,92000.0,dầu,Bán tải / Pickup,Ford,9
Honda Jazz V 2018,330000000,2018,Xe cũ,Nhập khẩu,70000.0,xăng,Hatchback,Honda,7
Ford Everest Titanium 2.0L 4x4 AT 2022,1045000000,2022,Xe cũ,Nhập khẩu,48000.0,dầu,SUV,Ford,3
Kia Sedona 2.2L DATH 2017,619000000,2017,Xe cũ,Trong nước,140000.0,dầu,Van/Minivan,Kia,8
Audi Q5 45 TFSI Quattro 2021,1580000000,2021,Xe cũ,Nhập khẩu,0.0,xăng,SUV,Audi,4
Ford Ranger Raptor 2.0L 4x4 AT 2025,1306000000,2025,Xe mới,Nhập khẩu,0.0,dầu,Bán tải / Pickup,Ford,0
Mazda CX5 2.0 Premium 2019,645000000,2019,Xe cũ,Trong nước,0.0,xăng,SUV,Mazda,6
Mini Cooper S 5 Door 2025,2149000000,2025,Xe mới,Nhập khẩu,0.0,xăng,Hatchback,Mini,0
Mercedes Benz C class C250 Exclusive 2016,665000000,2016,Xe cũ,Trong nước,70000.0,xăng,Sedan,Mercedes,9
Ford Everest Titanium Plus 2.0L 4x4 AT 2024,1470000000,2024,Xe cũ,Nhập khẩu,4700.0,dầu,SUV,Ford,1
Toyota Hiace Van 2.5 2010,266000000,2010,Xe cũ,Trong nước,245700.0,dầu,Van/Minivan,Toyota,15
Lexus RX 350 AWD 2010,890000000,2010,Xe cũ,Nhập khẩu,86000.0,xăng,SUV,Lexus,15
Toyota Yaris 1.5G 2018,440000000,2018,Xe cũ,Nhập khẩu,40000.0,xăng,Hatchback,Toyota,7
LandRover Range Rover Autobiography 5.0 2015,2380000000,2015,Xe cũ,Nhập khẩu,10000.0,xăng,SUV,LandRover,10
Hyundai Elantra Sport 1.6 AT 2020,509000000,2020,Xe cũ,Trong nước,61000.0,xăng,Sedan,Hyundai,5
Mercedes Benz S class S400L 2015,1150000000,2015,Xe cũ,Trong nước,128000.0,xăng,Sedan,Mercedes,10
Kia Morning AT 2020,295000000,2020,Xe cũ,Trong nước,52000.0,xăng,Hatchback,Kia,5
Volkswagen Teramont 2.0 AT 2023,2099000000,2023,Xe mới,Nhập khẩu,0.0,xăng,SUV,Volkswagen,2
Ford Ranger XLS 2.2L 4x2 AT 2021,565000000,2021,Xe cũ,Nhập khẩu,72000.0,dầu,Bán tải / Pickup,Ford,4
Mitsubishi Triton GLX 2WD AT 2024,630000000,2024,Xe mới,Nhập khẩu,0.0,dầu,Bán tải / Pickup,Mitsubishi,1
Ford Ranger Wildtrak 2.0L 4x4 AT 2025,839000000,2025,Xe mới,Trong nước,0.0,dầu,Bán tải / Pickup,Ford,0
Toyota Innova 2.0E 2019,485000000,2019,Xe cũ,Trong nước,0.0,xăng,Crossover,Toyota,6
Isuzu MU-X 3.0L 4x4 AT 2019,710000000,2019,Xe cũ,Nhập khẩu,60000.0,dầu,SUV,Isuzu,6
Mazda 3 1.5 AT 2015,358000000,2015,Xe cũ,Trong nước,54000.0,xăng,Sedan,Mazda,10
Mercedes Benz C class C200 Exclusive 2019,1030000000,2019,Xe cũ,Trong nước,600.0,xăng,Sedan,Mercedes,6
Honda Civic 1.5L Vtec Turbo 2018,520000000,2018,Xe cũ,Nhập khẩu,54000.0,xăng,Sedan,Honda,7
Mercedes Benz E class E200 2019,999000000,2019,Xe cũ,Trong nước,0.0,xăng,Sedan,Mercedes,6
Kia K3 2.0 AT 2015,355000000,2015,Xe cũ,Trong nước,53000.0,xăng,Sedan,Kia,10
Mercedes Benz E class E200 2018,955000000,2018,Xe cũ,Trong nước,52000.0,xăng,Sedan,Mercedes,7
Ford Ranger Wildtrak 3.2L 4x4 AT 2017,565000000,2017,Xe cũ,Nhập khẩu,100000.0,dầu,Bán tải / Pickup,Ford,8
Toyota Hiace 2.7 2010,239000000,2010,Xe cũ,Trong nước,200000.0,xăng,Van/Minivan,Toyota,15
Mazda 3 1.5 AT 2016,360000000,2016,Xe cũ,Trong nước,99000.0,xăng,Sedan,Mazda,9
Mazda CX5 Deluxe 2.0 AT 2022,669000000,2022,Xe cũ,Trong nước,20000.0,xăng,SUV,Mazda,3
Toyota Fortuner 2.4L 4x2 AT 2022,959000000,2022,Xe cũ,Trong nước,0.0,dầu,SUV,Toyota,3
Ford Territory Trend 1.5 AT 2025,759000000,2025,Xe mới,Trong nước,0.0,xăng,SUV,Ford,0
Mercedes Benz E class E300 AMG 2021,1899000000,2021,Xe cũ,Trong nước,33333.0,xăng,Sedan,Mercedes,4
Mercedes Benz GLC 200 4Matic 2020,1290000000,2020,Xe cũ,Trong nước,64000.0,xăng,SUV,Mercedes,5
Ford Ranger XLS 2.0L 4x2 AT 2025,707000000,2025,Xe mới,Trong nước,0.0,dầu,Bán tải / Pickup,Ford,0
Mitsubishi Xforce Premium 2025,593000000,2025,Xe mới,Nhập khẩu,0.0,xăng,SUV,Mitsubishi,0
Mercedes Benz E class E300 AMG 2022,1830000000,2022,Xe cũ,Trong nước,50000.0,xăng,Sedan,Mercedes,3
Toyota Yaris 1.5 AT 2012,265000000,2012,Xe cũ,Nhập khẩu,131000.0,xăng,Hatchback,Toyota,13
Toyota Corolla Cross 1.8HV 2021,750000000,2021,Xe cũ,Nhập khẩu,58000.0,hybrid,SUV,Toyota,4
Honda CRV 2.4 AT 2014,465000000,2014,Xe cũ,Trong nước,90000.0,xăng,SUV,Honda,11
Mercedes Benz C class C200 2016,580000000,2016,Xe cũ,Trong nước,74000.0,xăng,Sedan,Mercedes,9
Mazda CX5 2.5 AT 2016,485000000,2016,Xe cũ,Trong nước,120000.0,xăng,SUV,Mazda,9
Hyundai Accent 1.4 AT Đặc Biệt 2023,479000000,2023,Xe cũ,Trong nước,58000.0,xăng,Sedan,Hyundai,2
VinFast VF5 Plus 2024,475000000,2024,Xe cũ,Trong nước,12000.0,điện,SUV,VinFast,1
Toyota Vios G 1.5 CVT 2021,439000000,2021,Xe cũ,Trong nước,65000.0,xăng,Sedan,Toyota,4
Kia Seltos Premium 1.6 AT 2022,645000000,2022,Xe cũ,Trong nước,54000.0,xăng,Crossover,Kia,3
Ford Ranger XLS 2.2L 4x2 AT 2021,545000000,2021,Xe cũ,Nhập khẩu,62000.0,dầu,Bán tải / Pickup,Ford,4
Peugeot 5008 1.6 AT 2018,650000000,2018,Xe cũ,Trong nước,49219.0,xăng,SUV,Peugeot,7
Toyota Camry SE 2.5 AT 2015,799000000,2015,Xe cũ,Nhập khẩu,90000.0,xăng,Sedan,Toyota,10
Mazda 3 1.5L Luxury 2022,565000000,2022,Xe cũ,Trong nước,71000.0,xăng,Sedan,Mazda,3
Ford Ranger XLS 2.0L 4x4 AT 2023,685000000,2023,Xe cũ,Trong nước,30000.0,dầu,Bán tải / Pickup,Ford,2
VinFast VF5 Plus 2024,513000000,2024,Xe mới,Trong nước,0.0,điện,SUV,VinFast,1
Lexus ES 300h 2021,2499000000,2021,Xe cũ,Nhập khẩu,27000.0,hybrid,Sedan,Lexus,4
Toyota Yaris Cross 1.5 D-CVT 2025,617000000,2025,Xe mới,Nhập khẩu,0.0,xăng,SUV,Toyota,0
Ford Transit SVP 2018,435000000,2018,Xe cũ,Trong nước,215000.0,dầu,Van/Minivan,Ford,7
Mercedes Benz E class E200 2016,790000000,2016,Xe cũ,Trong nước,90000.0,xăng,Sedan,Mercedes,9
Mazda CX 30 Luxury 2.0 AT 2025,684000000,2025,Xe mới,Nhập khẩu,0.0,xăng,Crossover,Mazda,0
Mazda CX5 Premium 2.0 AT 2023,775000000,2023,Xe cũ,Trong nước,32000.0,xăng,SUV,Mazda,2
Volvo XC60 Ultra B6 AWD 2025,2279000000,2025,Xe mới,Nhập khẩu,0.0,xăng,SUV,Volvo,0
Subaru Forester 2.0i-L 2023,765000000,2023,Xe cũ,Nhập khẩu,22000.0,xăng,SUV,Subaru,2
Hyundai Getz 1.1 MT 2010,110000000,2010,Xe cũ,Nhập khẩu,0.0,xăng,Hatchback,Hyundai,15
Ford Ranger XLS 2.0L 4x4 AT 2025,669000000,2025,Xe mới,Trong nước,0.0,dầu,Bán tải / Pickup,Ford,0
Hyundai Tucson 1.6 AT Turbo 2019,655000000,2019,Xe cũ,Trong nước,57000.0,xăng,Crossover,Hyundai,6
Mitsubishi Xpander Cross 1.5 AT 2025,610000000,2025,Xe mới,Nhập khẩu,0.0,xăng,SUV,Mitsubishi,0
Mercedes Benz C class C300 AMG 2016,679000000,2016,Xe cũ,Trong nước,1.0,xăng,Sedan,Mercedes,9
Toyota Sienna Limited 3.5 2014,1280000000,2014,Xe cũ,Nhập khẩu,80000.0,xăng,Van/Minivan,Toyota,11
Kia Carnival Signature 2.2D 2022,1269000000,2022,Xe cũ,Trong nước,39000.0,dầu,Van/Minivan,Kia,3
Mercedes Benz C class C200 Exclusive 2021,1055000000,2021,Xe cũ,Trong nước,36000.0,xăng,Sedan,Mercedes,4
Toyota Prado TXL 2.7L 2016,1320000000,2016,Xe cũ,Nhập khẩu,113000.0,xăng,SUV,Toyota,9
Mercedes Benz C class C200 2014,555000000,2014,Xe cũ,Trong nước,90000.0,xăng,Sedan,Mercedes,11
Hyundai Accent 1.4 AT 2021,410000000,2021,Xe cũ,Trong nước,40000.0,xăng,Sedan,Hyundai,4
Kia Carnival Signature 3.5G 2022,1235000000,2022,Xe cũ,Trong nước,0.0,xăng,Van/Minivan,Kia,3
Toyota Wigo E 1.2 MT 2023,340000000,2023,Xe cũ,Nhập khẩu,17000.0,xăng,Hatchback,Toyota,2
Toyota Rush 1.5S AT 2021,495000000,2021,Xe cũ,Nhập khẩu,57000.0,xăng,SUV,Toyota,4
MG 5 Luxury 1.5 AT 2023,425000000,2023,Xe cũ,Nhập khẩu,30000.0,xăng,Sedan,MG,2
Hyundai Tucson 2.0 AT Tiêu chuẩn 2021,635000000,2021,Xe cũ,Trong nước,60000.0,xăng,Crossover,Hyundai,4
Hyundai Accent Đặc biệt 1.5 AT 2025,517000000,2025,Xe mới,Trong nước,0.0,xăng,Sedan,Hyundai,0
Kia Sedona 2.2L DATH 2016,615000000,2016,Xe cũ,Trong nước,110000.0,dầu,Van/Minivan,Kia,9
Toyota Innova G 2006,178000000,2006,Xe cũ,Trong nước,240000.0,xăng,Crossover,Toyota,19
Ford Everest Titanium 2.0L 4x4 AT 2019,855000000,2019,Xe cũ,Nhập khẩu,100000.0,dầu,SUV,Ford,6
VinFast VF9 Plus 2024,1370000000,2024,Xe cũ,Trong nước,2800.0,điện,SUV,VinFast,1
VinFast Lux A 2.0 2.0 AT 2020,498000000,2020,Xe cũ,Trong nước,80666.0,xăng,Sedan,VinFast,5
VinFast Lux SA 2.0 2.0 AT 2019,599000000,2019,Xe cũ,Trong nước,60000.0,xăng,SUV,VinFast,6
Mercedes Benz C class C250 Exclusive 2016,639000000,2016,Xe cũ,Trong nước,82000.0,xăng,Sedan,Mercedes,9
Hyundai Elantra 2.0 AT 2017,369000000,2017,Xe cũ,Trong nước,120000.0,xăng,Sedan,Hyundai,8
Suzuki Swift Special 1.2 AT 2019,339000000,2019,Xe cũ,Nhập khẩu,50000.0,xăng,Hatchback,Suzuki,6
Toyota Sienna LE 3.5 2007,298000000,2007,Xe cũ,Nhập khẩu,130323.0,xăng,Van/Minivan,Toyota,18
MG ZS Standard 1.5 AT 2WD 2025,425000000,2025,Xe mới,Nhập khẩu,0.0,xăng,Crossover,MG,0
Hyundai SantaFe Cao cấp 2.5L HTRAC 2023,1169000000,2023,Xe cũ,Trong nước,29000.0,xăng,SUV,Hyundai,2
Mercedes Benz GLC 300 4Matic 2024,2398000000,2024,Xe cũ,Trong nước,12000.0,xăng,SUV,Mercedes,1
VinFast Lux A 2.0 2.0 AT 2021,545000000,2021,Xe cũ,Trong nước,52000.0,xăng,Sedan,VinFast,4
Ford Ranger XLT 4x4 MT 2004,128000000,2004,Xe cũ,Trong nước,138000.0,dầu,Bán tải / Pickup,Ford,21
Mercedes Benz E class E200 2014,560000000,2014,Xe cũ,Trong nước,71000.0,xăng,Sedan,Mercedes,11
Honda City 1.5 AT 2016,340000000,2016,Xe cũ,Trong nước,123654.0,xăng,Sedan,Honda,9
Toyota Fortuner 2.7V 4X2 AT 2016,455000000,2016,Xe cũ,Trong nước,12000.0,xăng,SUV,Toyota,9
Mazda 2 Sport Premium 2021,615000000,2021,Xe cũ,Nhập khẩu,50000.0,xăng,Hatchback,Mazda,4
Ford Ranger Wildtrak 2.0L 4x4 AT 2022,750000000,2022,Xe cũ,Trong nước,18000.0,dầu,Bán tải / Pickup,Ford,3
MG 5 1.5 MT 2024,315000000,2024,Xe mới,Nhập khẩu,0.0,xăng,Sedan,MG,1
Mercedes Benz EQB 250 2023,2111000000,2023,Xe mới,Nhập khẩu,0.0,điện,SUV,Mercedes,2
Toyota Corolla altis 1.8G AT 2010,265000000,2010,Xe cũ,Trong nước,136000.0,xăng,Sedan,Toyota,15
Toyota Camry 2.5Q 2019,845000000,2019,Xe cũ,Nhập khẩu,32000.0,xăng,Sedan,Toyota,6
Mitsubishi Xforce Ultimate 2025,650000000,2025,Xe mới,Nhập khẩu,0.0,xăng,SUV,Mitsubishi,0
Toyota Innova 2.0 Venturer 2019,580000000,2019,Xe cũ,Trong nước,0.0,xăng,Crossover,Toyota,6
Ford Everest Titanium 2.0L 4x2 AT 2025,1250000000,2025,Xe mới,Nhập khẩu,0.0,dầu,SUV,Ford,0
Ford Ranger XLS 2.2L 4x2 AT 2021,548000000,2021,Xe cũ,Nhập khẩu,75000.0,dầu,Bán tải / Pickup,Ford,4
BMW 5 Series 528i GT 2017,859000000,2017,Xe cũ,Nhập khẩu,59500.0,xăng,Sedan,BMW,8
Ford Ranger XLS 2.2L 4x2 AT 2015,400000000,2015,Xe cũ,Nhập khẩu,110000.0,dầu,Bán tải / Pickup,Ford,10
Isuzu MU-X B7 1.9 4X2 MT 2022,635000000,2022,Xe cũ,Nhập khẩu,0.0,dầu,SUV,Isuzu,3
Kia Sorento GATH 2015,448000000,2015,Xe cũ,Trong nước,76000.0,xăng,SUV,Kia,10
Mazda BT50 Luxury 2.2L 4x2 AT 2020,493000000,2020,Xe cũ,Nhập khẩu,86000.0,dầu,Bán tải / Pickup,Mazda,5
Mazda 3 2.0 AT 2017,419000000,2017,Xe cũ,Trong nước,0.0,xăng,Sedan,Mazda,8
VinFast VF3 Plus 2025,288000000,2025,Xe mới,Trong nước,0.0,điện,Hatchback,VinFast,0
MG ZS Standard 1.5 AT 2WD 2021,399000000,2021,Xe cũ,Nhập khẩu,40000.0,xăng,Crossover,MG,4
Mercedes Benz E class E200 2014,545000000,2014,Xe cũ,Trong nước,60000.0,xăng,Sedan,Mercedes,11
VinFast VF7 Eco 2025,750000000,2025,Xe mới,Trong nước,0.0,điện,SUV,VinFast,0
Audi A8 L V6 3.0 TFSI 2014,1150000000,2014,Xe cũ,Nhập khẩu,120000.0,xăng,Sedan,Audi,11
Kia Soluto 1.4 AT Deluxe 2024,410000000,2024,Xe cũ,Trong nước,36000.0,xăng,Sedan,Kia,1
VinFast Lux SA 2.0 2.0 AT 2021,670000000,2021,Xe cũ,Trong nước,80000.0,xăng,SUV,VinFast,4
Mazda CX5 Premium Exclusive 2.0 AT 2023,830000000,2023,Xe cũ,Trong nước,12000.0,xăng,SUV,Mazda,2
Kia Carnival Signature 3.5G 2022,1200000000,2022,Xe cũ,Trong nước,55000.0,xăng,Van/Minivan,Kia,3
Hyundai i10 1.2 AT Tiêu Chuẩn 2025,398000000,2025,Xe mới,Trong nước,0.0,xăng,Hatchback,Hyundai,0
Toyota Fortuner 2.7V 4x2 AT 2019,779000000,2019,Xe cũ,Nhập khẩu,76000.0,xăng,SUV,Toyota,6
MG 5 Standard 1.5 AT 2024,380000000,2024,Xe mới,Nhập khẩu,0.0,xăng,Sedan,MG,1
VinFast Minio Green At 2025,269000000,2025,Xe mới,Trong nước,0.0,điện,Hatchback,VinFast,0
Mazda CX5 2.0 AT 2016,480000000,2016,Xe cũ,Trong nước,90000.0,xăng,SUV,Mazda,9
Kia Sonet Premium 1.5 AT 2022,529000000,2022,Xe cũ,Trong nước,65000.0,xăng,Crossover,Kia,3
Kia Carens SXAT 2011,245000000,2011,Xe cũ,Trong nước,100000.0,xăng,Crossover,Kia,14
Peugeot 2008 Active 1.2 AT 2021,565000000,2021,Xe cũ,Trong nước,0.0,xăng,Crossover,Peugeot,4
Hyundai Accent 1.4 MT Tiêu Chuẩn 2023,348000000,2023,Xe cũ,Trong nước,48000.0,xăng,Sedan,Hyundai,2
Mercedes Benz GLC 300 4Matic 2016,938000000,2016,Xe cũ,Trong nước,87000.0,xăng,SUV,Mercedes,9
Mercedes Benz E class E300 AMG 2025,2250000000,2025,Xe mới,Trong nước,0.0,xăng,Sedan,Mercedes,0
BMW 5 Series 520i 2016,819000000,2016,Xe cũ,Nhập khẩu,42000.0,xăng,Sedan,BMW,9
Toyota Innova 2.0E 2018,400000000,2018,Xe cũ,Trong nước,95000.0,xăng,Crossover,Toyota,7
Kia Carens EXMT 2015,225000000,2015,Xe cũ,Trong nước,140000.0,xăng,Crossover,Kia,10
Toyota Raize G 1.0 CVT 2025,484000000,2025,Xe mới,Nhập khẩu,0.0,xăng,SUV,Toyota,0
Mercedes Benz C class C250 AMG 2015,590000000,2015,Xe cũ,Trong nước,108000.0,xăng,Sedan,Mercedes,10
Nissan Navara VL 2.3 AT 4WD 2023,760000000,2023,Xe cũ,Nhập khẩu,14000.0,dầu,Bán tải / Pickup,Nissan,2
Audi A8 L V6 3.0 TFSI 2014,1199000000,2014,Xe cũ,Nhập khẩu,80000.0,xăng,Sedan,Audi,11
Peugeot 408 Allure 1.6 AT 2025,955000000,2025,Xe cũ,Trong nước,2500.0,xăng,Crossover,Peugeot,0
